100,45,佐藤
8,172,鈴木
105,0,高橋
233,83,田中
24,123,渡辺
45,157,伊藤
202,186,山本
132,209,中村
250,188,小林
176,223,加藤
169,76,吉田
109,191,山田
219,165,佐々木
158,249,斎藤
82,57,山口
23,153,松本
105,145,井上
81,131,木村
134,174,林
234,202,清水
41,60,山崎
10,165,池田
173,245,阿部
77,37,橋本
57,134,山下
121,73,森
65,2,石川
138,171,中島
100,58,前田
212,134,小川
151,37,藤田
148,56,岡田
20,174,後藤
41,244,長谷川
191,36,石井
55,215,村上
51,210,近藤
60,219,坂本
87,126,遠藤
89,113,青木
96,113,藤井
141,222,西村
198,146,福田
155,125,太田
90,46,三浦
30,55,藤原
188,209,岡本
251,6,松田
234,44,中川
101,141,中野
109,95,原田
193,232,小野
77,82,田村
60,130,竹内
104,228,金子
255,63,斉藤
7,213,和田
25,188,中山
10,161,石田
6,125,上田
144,213,森田
210,230,柴田
18,170,原
161,56,酒井
164,250,工藤
203,182,宮崎
54,146,横山
222,10,宮本
6,0,内田
169,219,高木
218,160,安藤
80,189,谷口
222,64,大野
155,200,高田
9,83,丸山
202,97,今井
66,97,河野
176,210,小島
132,173,藤本
163,210,村田
50,217,武田
130,139,上野
245,68,杉山
125,69,増田
100,77,小山
209,180,大塚
196,19,平野
131,252,菅原
183,22,久保
115,36,千葉
18,21,松井
145,156,岩崎
73,127,木下
253,180,野口
31,36,松尾
242,52,菊地
165,208,野村
79,30,新井
41,41,渡部
162,207,佐野
73,251,杉本
239,82,大西
110,65,桜井
109,151,古川
220,175,島田
76,182,市川
201,31,小松
118,145,高野
146,223,水野
160,119,吉川
158,146,山内
60,252,西田
62,189,浜田
153,27,西川
93,108,菊池
41,213,北村
91,33,五十嵐
8,208,安田
72,132,中田
128,55,平田
149,212,川口
97,46,川崎
208,15,飯田
127,228,東
74,38,本田
225,54,久保田
28,47,吉村
96,54,福島
60,202,中西
16,44,岩田
20,223,服部
121,20,辻
229,11,川上
148,22,関
225,44,樋口
66,215,永井
50,196,松岡
244,218,山中
