146,162,佐藤
169,31,鈴木
193,79,高橋
221,44,田中
245,82,渡辺
92,88,伊藤
130,32,山本
11,15,中村
238,153,小林
74,97,加藤
36,124,吉田
204,201,山田
211,248,佐々木
224,107,斎藤
252,119,山口
48,61,松本
16,142,井上
170,148,木村
138,210,林
237,16,清水
43,87,山崎
106,130,池田
151,121,阿部
27,183,橋本
49,212,山下
48,186,森
12,116,石川
136,96,中島
238,18,前田
223,30,小川
30,172,藤田
38,155,岡田
1,111,後藤
135,95,長谷川
124,199,石井
91,38,村上
214,100,近藤
67,12,坂本
65,11,遠藤
199,83,青木
14,181,藤井
174,239,西村
243,209,福田
138,146,太田
29,18,三浦
24,176,藤原
138,136,岡本
97,222,松田
144,220,中川
41,239,中野
20,31,原田
84,109,小野
228,62,田村
234,227,竹内
231,187,金子
109,187,斉藤
29,208,和田
99,77,中山
187,153,石田
234,156,上田
160,158,森田
82,129,柴田
250,166,原
208,78,酒井
87,228,工藤
83,9,宮崎
91,143,横山
11,232,宮本
107,153,内田
8,175,高木
184,92,安藤
232,234,谷口
188,123,大野
62,253,高田
44,126,丸山
116,45,今井
119,58,河野
233,62,小島
251,61,藤本
49,194,村田
188,91,武田
226,25,上野
252,214,杉山
77,240,増田
175,97,小山
77,197,大塚
191,46,平野
203,127,菅原
136,121,久保
49,19,千葉
172,219,松井
73,171,岩崎
115,82,木下
220,113,野口
66,74,松尾
123,135,菊地
57,7,野村
139,50,新井
74,13,渡部
24,109,佐野
235,77,杉本
5,215,大西
41,162,桜井
180,53,古川
32,41,島田
66,147,市川
54,146,小松
213,129,高野
222,157,水野
29,14,吉川
48,138,山内
199,48,西田
50,0,浜田
57,101,西川
207,4,菊池
87,246,北村
201,156,五十嵐
21,253,安田
112,226,中田
29,195,平田
56,13,川口
0,196,川崎
26,136,飯田
113,157,東
103,252,本田
159,129,久保田
151,97,吉村
127,68,福島
43,77,中西
93,211,岩田
105,242,服部
207,43,辻
225,148,川上
114,179,関
211,102,樋口
156,167,永井
44,32,松岡
36,101,山中
64,173,田口
186,170,森本
191,197,矢野
240,227,秋山
77,146,土屋
190,36,石原
11,160,松下
168,188,馬場
127,95,大橋
131,10,松浦
98,183,吉岡
